course_id,course_name,disciplina,credits,trimester
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9381,Big Data Analysis,Research Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9381,Big Data Analysis,Research Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9361,Big Data Analysis,Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9381,Big Data Analysis,Research Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9380,Big Data Analysis,Capstone Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9361,Big Data Analysis,Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9380,Big Data Analysis,Capstone Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
10766,Big Data Analysis,Cloud Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9367,Big Data Analysis,Business Intelligence,5,1
9381,Big Data Analysis,Research Project,5,2
10201,Big Data Analysis,Generative Models,5,2
10230,Big Data Analysis,IT Risk Management,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9380,Big Data Analysis,Capstone Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9361,Big Data Analysis,Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9381,Big Data Analysis,Research Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9365,Big Data Analysis,Big Data in Law Enforcement 1,5,1
9380,Big Data Analysis,Capstone Project,5,2
10202,Big Data Analysis,Big Data in Law Enforcement 2,5,2
10230,Big Data Analysis,IT Risk Management,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9360,Big Data Analysis,Technological Entrepreneurship,5,1
9381,Big Data Analysis,Research Project,5,2
10203,Big Data Analysis,Advanced Bioinformatics,5,2
10231,Big Data Analysis,Information Security Fundamentals,5,2
10767,Big Data Analysis,High Performance Computing,5,2
9366,Big Data Analysis,Introduction to bioinformatics,5,1
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
9735,Mathematical & Computational Science,Cloud Computing,5,2
9706,Mathematical & Computational Science,Introduction to Big Data Analysis,5,1
9737,Mathematical & Computational Science,Stochastic Differential Equations,5,1
9729,Mathematical & Computational Science,Personality Traits Modeling,5,2
10011,Mathematical & Computational Science,Decision theory,5,1
9724,Mathematical & Computational Science,Deep and Reinforcement Learning,5,2
9721,Mathematical & Computational Science,Computational Fluid Mechanics,5,2
9732,Mathematical & Computational Science,Introduction to Optimization Theory,5,2
